sentiment,review_body,product_category
1,I fell in love with this top as soon as i tried it on; it's the perfect spring-to-summer top. the fabric is light and airy  and the brown stripes give it a lackadaisical vibe. the little buttons on the back are a cute detail that really give something extra to an otherwise simple top  and the v-neck did not reveal any cleavage. i bought this in a large  and i'd say it runs a little on the larger side  but i like that because it adds to the comfortable  flowy nature of the design. for reference ,Blouses
1,I love this tunic  i wore it with black leggings and boots. it is well made and flowy. i wish it came in more colors.,Blouses
1,"I tried on the petite size in my usual xs  adn i actually have to go down to xxs  i looked overtaken by the shirt. i'm 5'2"" and 115lbs)  cut is flowy and not close to the body  sleeves are narrower  but still ok with athletic built.  color: light one is great for gals with darker complexion and hair  but for my pale self  the darker one was better... but can't go wrong  i ordered both colors and liked both of them.  ruffle is a great addition too...",Blouses
1,"Falls nicely. pretty peachy pink color. darker than pictured. bought sz l  5'8"" 175lbs  am busty. very nice fabric  prone to wrinkles.",Blouses
1,This is beautiful tunic for the spring and summer. great paired with jeans or white denim. runs large and is a true tunic length. very pretty fabric and built in camisole  too. only downside is that it probably needs to be hand washed/line dried to keep it looking like new.,Blouses
1,I just got this top today. the print is just as beautiful in person as it is on the web. it is so incredibly soft and comfortable. i tried it on and it fits just like the photo. i am 5'8 so i can get away with the blousy effect  but  i think that is part of why it is so charming. i think you could dress it up or down really well. i am really pleased.,Blouses
1,I love this top  the detail and embroidery make it great for during the day or at night. the small fits me perfect and i don't wear it with a camisole like some have mentioned  but might if i wore it to work,Blouses
1,This top is great to wear under a blazer when cool or alone on a warm day. i rated it as runs small only because if you are a little busty as i am  it is a little snug across the chest. otherwise fits great.,Blouses
1,This top is feminine and sexy. it can be dressed up or dressed down. i love it and will hold onto it forever.,Blouses
-1,I was very surprised to see such dark blue sequence on this dress. it did not appear as it did on the photo. i was pretty disappointed by the color. the photo of the dress is much more impressive.,Dresses
-1,So disappointed! beautiful dress in the photographs but the cut was incredibly strange. loose and baggy through the top and mid-section but tight around the buttock and thighs.,Dresses
-1,According to the label  this dress can be hand washed or dry cleaned. i hand washed and line dried per the instructions on the label  and all the seams have completely shrunk and gathered. it looks like there's a drawstring running through every seam. so disappointed in the quality and the labeling. awful! i gave it one extra star because it's cute.,Dresses
-1,"I saw this dress worn on the street and thought it was lovely  the perfect work dress. i then found it in the store and my size was already sold out  so i visited another retailer  and another to find it. unfortunately the color blocking on the chest was not very flattering for me  it seemed to overly accentuate it. i am 5'9"" a 36 dd size 12. the colors  the fabric are all wonderful. but this dress is not for me.",Dresses
-1,"The image does not show but the front of the dress has a heavy 24"" utility zipper hidden with 5 snaps. the zipper pull  when closed  sat right on my collarbone  which was he height of discomfort. it felt heavy and awkward. the dress was very high waisted for me (i'm 5'6"" and it was 3"" inches above the navel)) also to the point of discomfort.  an invisible side zipper would have made the difference for me if the proportions were better suited for a non-petite sizing.  the fabric is quite beautifu",Dresses
-1,I have several maeve dresses that fit really well. this was not the case with this dress. fabric and color are great! fit was off especially in top. worst part was zipper that wouldn't move smoothly. took me a good 15 minutes to get it unzipped. such a bummer!,Dresses
-1,I was looking for a dress for playing cello at my friend's wedding. the colors looked perfect  the cut was great  etc. very disappointed to find out how sparkly and scratchy the dress was in person  and sad that the slit came right to my knee  which is a really weird height. sadly returning - might purchase again if it goes on sale and i can't find anything better before the wedding :(,Dresses
-1,Super cute dress online on the model. what you can't tell from the picture is the slip underneath is not true to size of the dress and the outside layer of the dress is more sheer than the picture shows so you can tell the slip underneath is very tight. it might be my body type. otherwise  it's super cute in person and i wish it would've fit better!,Dresses
-1,The design is beautiful but it was thick and too warm for a summer event i was planning on wearing it to.  also  the seam below the chest was uncomfortable.  needed to return,Dresses
0,This dress is the perfect combination of bohemian chic. however  the slip below the dress runs a tad bit small. i have a wide rib cage and normally wear between a 04-06. the dress would have been just perfect if the slip was a bit larger.,Dresses
0,"This has a cute aesthetic on the hanger but not so great on- at least for my body type. i am 5'10"" with broad shoulders and slim  and both the arms and dress length were too short. in addition  the size 8 was boxy and unflattering. sizing down to a 6 would have exacerbated the length issues.",Dresses
0,For reference: 5'3  130#  athletic/muscular body type (broad shoulders  slim hips)  i'm a bit confused on the sizing for this  especially based on other reviews mentioning they needed to size up. i ordered the xs  and i was swimming in it. i usually am quite comfortable in size small  so i'm not sure why the xs was still too big. perhaps you need hips for this dress to work  because it was really just hanging on me and not figure flattering at all. i'm not sure if ordering the xxs would make thi,Dresses
0,"I am 5'4""  100lbs  petite frame  i bought this dress in xxsp. the fabric was good quality and thicker than i have imagined  good for fall  maybe a little warm for the hot humid summer days  but perhaps a cooler summer day. unfortunately this dress runs pretty large  much too large for my petite frame  so i had to return it. i would recommend sizing down. this dress is very beautiful and would be great to wear to work or out for after work drinks  also maybe a bridal shower or other brunch event.",Dresses
0,"Pros: material is amazing  super soft and quality thickness (but not like uber this  just enough  it will last). also seems like it won't wrinkle much which would make it a great dress to throw in a bag for a trip. fits well in the shoulders  chest and the length is good.    cons: the ""waist"" line is really tight and really really high. i'm 5'8""  150lbs and my usual medium is pretty tight. of course it hits me on the rib cage too  which is so weird. it's way higher than it should be.    i'll pro",Dresses
0,This dress is so cute and so flattering. i loved the shape  but i wore it wonce and the fabric was pulling on everything! just holding a purse while walking managed to pull out a ton of the fabric! when you spend so much money on something you think the quality would be better..,Dresses
0,Just a warning  the yoke on this dress has sequins underneath. i'm not a sparkle kinda gal  so as soon as i saw that  the dress went right back in the package and will be going back to the store. i wish that had been described or more evident in the pictures  to me  it cheapens the whole dress  which would otherwise be adorable.,Dresses
0,The dress has a flattering cut and is a nice color. but  the fabric looks like old  matted carpet. i will be returning.,Dresses
0,"So the dress is interesting. has an asymmetrical wrap look  short  sexy length (i'm 5'3"" and the petite barely covers my assets)  and a neckline that implies sexy without actually displaying the girls- it crosses over and stays closed  but looks sexy and plunging. but the shoulders are what make it look matronly. they're wide- from neck out to the outer edge of my shoulder/upper arm. they show no shoulder at all  which is really an odd design when the rest of the dress is sexy-ish. i looked back",Dresses
1,This dress is even more beautiful in person. it fits true to size and drapes nicely from the body without being tent-like  as some swing dresses are prone to be. the material is very nice and the pattern is stunning and unique. as someone else mentioned  you can pair this with a cardi for work. it's also perfect for a night out. it's easily dressed up or down. and looks amazing with a skinny belt. i'm happy i bought this one!,Dresses
1,"The material is nice and has a lot of stretch. i ordered the small as i'm a 6 in most dresses. it fits comfortably  i could probably get away with xs but have a large chest so was afraid it wouldn't cover me. i'm 5'2"" so a petite might be a bit better but it was sold out. i'll have to wear tall wedges with this one.",Dresses
1,I saw this in stores and ran right up to it because of the gorgeous embroidery work and vivid colors - unfortunately those bright colors are totally washed out in the online model pics...barely recognizable! the fabric itself is super soft and not at all stiff  plus it has pockets! i can see this looking great with leggings and boots  but the sleeves flared a little too much which i think would add bulk under a cardigan  so it might not carry as far into cooler months as i would like. my usual s,Dresses
1,Stumbled upon this dress which had been returned to a store and was encouraged to try it on by the sales staff  and am glad i did. it's a beautiful dress that i didn't need and have no idea what i will wear it for  but bought anyway. i got a size 8 and it fits perfectly though i will need to shorten it a bit. i am busty and prefer a bit more coverage so will add more tulle to the v neck. i agree with the other reviewer about the tulle underlay but it looks easy enough to remove from the lining o,Dresses
1,Omg!! i just received this dress and it is absolutely gorgeous!! fits me like a glove. lovely rich reds and quality..... for reference i'm 5'2 and 99 lb and the 00 petite was perfect i could have even gone with the 00 regular. if it's within your means i highly recommend. :d,Dresses
1,"As other reviewers have mentioned  this dress runs extremely large. i'm a solid medium in maeve dresses usually and got this dress in the store in a size x-small... and took it to my local seamstress to get it taken in! i get that this is supposed to be a ""swingy"" and ""airy"" dress but there was just too much space and material for me. i loved the top and the soft material so i am ok with spending money to get the waist taken in. i think this would be the perfect dress for someone with a slim fig",Dresses
1,I really love this this dress  but i agree with the previous reviewer about the belt around the waist-it is a draped piece of fabric that is very figure flattering where it wraps  but one side of the dress has no belt and it shows muffin tops/bulges.i would have loved this if the belt went all the way around. one other point i would like to make is that bra straps are hard to conceal. i bought this dress because of the gorgeous color  but ended up returning it because of the belt and bra strap i,Dresses
1,This dress is a vintage 20s drop hem style  not meant to be tight to form.  that said  the bottom is loose so may want to size down.  5'2  145 lbs= s.  i bought the neutral- navy pattern and it is absolutely gorgeus!  hints of peach and beautiful lace detail.  i literally got compliments all day long- from friends and strangers.  i paired it with a dark denim jacket.  absolute must have for sale price.,Dresses
1,Dress is wonderfully made. the fabric is soft and the print is beautiful.wonderful detail especially the ties.  nice lining...not see thru at all.  mid calf length looks good with heels or flats.  lovely dress for a sunny day or an evening out!!,Dresses
-1,I was minimally torn over whether to return this but ultimately it's going back because the knit is just too thin. i thought it would be cozy and be of normal sweater weight but it's not. and because it's so light  the swing effect doesn't really come off. nothing special.,Fine gauge
-1,I know this is supposed to look oversized  and i own a few oversized ponchos  but this takes oversized to a whole new level.  i ordered it in my usual size and it was just waaaaay too much fabric - i do not think sizing down would have made a difference.  if you are looking for that  it seemed like good qualify.,Fine gauge
-1,I was really excited about this sweater  but the fit was terrible. the sleeves were the right size  but the body of the sweater was a tent - absolutely no shape. they must have clipped the sweater on the model. for reference  i'm 5'4 and 120 pounds and ordered a size small.,Fine gauge
-1,The sweater material was really soft and seemed well-made. the back is an interesting twist  but the material creases easily; i can see it looking messy by the end of the day. the main reason i returned it though was because it runs very large. i got my usual s  and i could have sized down 1  maybe even 2 sizes. i didn't like it enough to try a smaller size.,Fine gauge
-1,As soon as you get up close to this sweater  you will notice that the bird on the front is of an interesting kind of material-almost like carpet that has been shaved waaaaaaaay down so that the little fibers are sticking straight up and a fraction of a millimeter high. i was not excited about this texture and can imagine it will be a huge magnet for collecting lint and dust throughout the day. the fit was way off on this one for me and was not flattering at all. it wasn't for me at all even thou,Fine gauge
-1,The pattern and fabric are lovely  but the sleeves are short (unlike the photo) so it drapes very strangely. i personally could not figure out how to wear it so that it looked anything remotely like the photo. had to return this one.,Fine gauge
-1,"Loved this top online but when i tried it on it was shorter than expected so only fitting for high waisted bottoms and much more boxy than it appeared online. i wish to high heaven that this top came in a more ""normal"" cut. hip length and slimming  the fabric and collar are beautiful!",Fine gauge
-1,I saw this on a mannequin in the store and so wanted it to work but was just too oversized and bulky. very good quality and material.,Fine gauge
-1,Got this in purple and love it! ordered red and silver and only received red so far  but had to return because it was oddly shaped and didn't fit well like the purple. not sure what happens. maybe miss sized?,Fine gauge
0,"Just got this in the mail yesterday and i want so badly to love it but it's just a little too big and boxy. i'm 5'5""  125lbs and ordered a small but i really wish i'd ordered the xs. not sure if i'll exchange or just return. seems high quality and the pattern is gorgeous. it's basically exactly what i'm looking for until i actually put it on and then it just kind of looks like i'm wearing my grandpa's old sweater.",Fine gauge
0,I ordered the pink  and it was gorgeous. the color and feel were so soft  i would have kept it if it were a blanket. but i did send it back because as a sweater  it just didn't lay right. it has a sort of inside layer that just didn't fit right with the outside sweater layer  so it ended up puffing up on the sides at the waist. that was not flattering. and the hood was too large and floppy looking. too bad.,Fine gauge
0,I bought this sweater in dark grey in the store. i really loved it at first - it's very soft and cozy and fits really well. i especially like that it's long enough to cover my tummy and butt when i wear skinny jeans or leggings. however  the other reviews that mention it gets fuzz all over the place are accurate. i doubt i would have bought this if i had read them first. it even has dark grey fuzz in the inside of the sleeves. however  my biggest disappointment is that after just one wearing  th,Fine gauge
0,This is a thick sweater. it is pretty  but has a short length.,Fine gauge
0,I love this sweater  so why a lower rating? while i love the material and the color  it lost all of its shape before i even left the house! i am a size 6 / small and it looked clownish on me before i ever got to my dinner party.  i plan to wash it this evening and i really hope that this brings it back to its original shape and keeps it.,Fine gauge
0,I really like the idea behind this top  but at least for me  the execution wasn't quite there. i was hoping it would be something i could wear to work  but the sheerness of the sides makes it in appropriate for my workplace (when it gaps/you move  you can see a lot). if you don't move  the front panel is pretty opaque  which is good. i think it would look odd with a cami underneath and i don't feel comfortable with the sheerness  so i returned it. i also thought the finish on the sleeves looked,Fine gauge
0,"I love the pattern and style of this top. it is a flattering cut  however  it was way too short. i am 5'6"" and small usually fits me without issue. sadly enough i had to return it.",Fine gauge
0,I usually wear petite which this was not so a little big for me. but nice color and good quality  but pricey for what it is. it's more like a $45 sweater not $100+,Fine gauge
0,I really wanted to love this sweater after reading the reviews but when i received it i was sadly disappointed. it is pretty boxy and not much shape. could be cute for casual outfits but i was looking for some dressier sweaters.,Fine gauge
1,I'm happy with this sweater! a few things that may help others: 1) the detail on the yoke is made from a silky taupe-colored fiber  2) it is ivory  not white and 3) although the fit is true to size  the sweater runs short  so if you prefer a longer fit you may want to size up.,Fine gauge
1,I love the black and grey version of the vest but decided too try it in plum. the plum color is used only on the lapels and inside of the garment. it has no finished seams but it is like a soft boiled wool so it wouldn't ravel. the seam in the waistline area breaks up the design and adds more interest.,Fine gauge
1,So soft  high quality  perfect poncho sweater that will go with every pair of jeans you have. love!,Fine gauge
1,Yes  it is big. but it is also amazing. so soft  the colors are great  and the hood  well  the hood makes it. great colors for fall. it's a poncho. it's not supposed to be fitted. i'll be wearing this all fall through winter. love it.,Fine gauge
1,Great flow and and spring color. short waisted and fit wonderfully. i can see how long waisted people would have an issue.,Fine gauge
1,I ordered my normal size large and am sadly returning because it's overly large and long on my frame. the slight dolman sleeves are too long and wide and better suited for longer arms than mine. love the pointelle sleeves. they add a soft feminine vibe. hard to tell from the photos  but the texture is almost fuzzy.  the gray color is beautiful and  its actually made from multi colored beige and gray that looks silver in the light. it doesn't itch or shed. i don't like it enough to try a smaller,Fine gauge
1,I just bought this in the yellow and am very pleased!!! the sleeves are super long but i'm happy about that! usually  they are much too short  this is much cozier! this will look cute over dresses and with jeans and a longer/tunic style top. nice quality too,Fine gauge
1,This is a 3-season item that can function as a cardigan or a jacket and will look equally good with jeans or with work slacks. the seaming gives it a bit of structure. the asymmetrical zipper gives it a little twist. the texture gives it interest. i bought it in navy and i'm considering the ivory.,Fine gauge
1,I love this little topper. it is very comfortable. it looks elegant.,Fine gauge
-1,The bra is comfortable and the design is good. however  the sizing is way off. i am a 34c and the small fits well with minimal support. not sure about quality. this one might have to go back :(,Intimates
-1,"This nightgown looked so comfy and cute! i ordered a large and it was so uncomfortably tight.i'm 5'3"" and 150lbs. it was such a shame. size large should not just be really a medium!",Intimates
-1,3 tags - one quite huge (about 2'' by 3'') - very itchy. so i cut out the tags and they are sewn with some kind of hard poky plasticy thread - now even more itchy! i will have to wear these inside out.,Intimates
-1,Material is strange. triangle top is funky. this is just not awesome in any way.,Intimates
-1,You have to be a contortionist to get this bra on. it slips over your head and i needed my 8yo daughter to help me pull it down past my elbows. ridiculously impractical. why oh why didn't heather give it a hook and loop closure instead?,Intimates
-1,This bra runs very small  and is hard to get on and off. i think if i went a size up i would be happier.,Intimates
-1,"Loved how this draped and im super petite 5'1""(32b bust) and this was seriously one of the most ill fitting items i have every owned. i purchased the pxs and it was huge. i hope this has a better fit as the other reviewers seem to have a more positive review. i was just appalled as to how bad the measurements were off. unfortunately the straps are not adjustable so this went below my chest. too sad retailer  please get the fit right!!",Intimates
-1,Fun  sexy underwear but rides up in the front. will return,Intimates
-1,I am pregnant and i thought this would be a great sleep bra. it's soft and fits okay  but it has zero support or shape. i would only buy if you are a b cup or smaller and can get away without support. if i would have seen this is the store  i would have passed over it. however  i was too lazy to return so i am wearing it. it's comfortable so that's a redeeming quality. i would not recommend for larger chested ladies  though!,Intimates
0,This is pretty and provides coverage with a bit of support for wearing around the house. i'm a 34b so i ordered the small- it still had room in it so i tightened the straps and used the tightest hooks on the back  and that makes it fit ok. i bought it just to wear at home since i was not expecting a great deal of support or shaping  and while it feels ok it is not super-comfy- it's a bit scratchy around the edges. i was going to buy another color if i loved this  but as it is i will keep the one,Intimates
0,I wanted to love these because they are so pretty and come in lots of colors  but after only a few minutes of wearing them  i was having to pull them out of my bottom! why does women's underwear so frequently ride up? i normally wear a size 4/28  and ordered these in a m  but i guess they were still too small  which seems unreasonable to me. they are soft and pretty  but i will not be ordering more.,Intimates
0,I have been eyeing this piece for months now! i broke down and bought it when they finally had my size in stock. i am 5 '4 and 110 lbs and have a very small chest so i ordered an xs. i think the top is too baggy for me. yes  the top and bottoms fit overall  but it doesn't look as nice and form fitting like it does on the model. it is very sheer--which is the thing that discourages me the most. i love the concept of this piece but the execution could use some work  which i am willing to work on s,Intimates
0,I ordered this in black and white  thinking you can never have enough silk camisoles.     i returned the black because it looked like polyester. the white is actually a cream/ivory  not bright white as pictured. it is also not the best feeling quality  however the fit is good  and true to size.,Intimates
0,I really was looking forward to this piece but unfortunately it was too small to even pass through my head nevertheless i couldn't even get both arms in. i got a size small and probably needed a large; but as far as the quality and color  it's really pretty! just go up a size or two if anything and try it out.,Intimates
0,When ordering this product  i thought it was strange that the mediums were sold out. i went with the small which is generally what i wear. however  these run small and i see why the medium ran out. they are pretty  however  i wish they made them more true to size.,Intimates
0,Got this in the mail today and while the design is cute  it's not as soft and comfortable as i would like. the front clasp takes a bit of practice to get on and off. the straps are a bit thin and hurts a bit.,Intimates
0,I wanted to love this set  but sadly it just didn't fit as i had hoped. the small was bigger than expected and looked frumpy and not sexy. returned.,Intimates
0,As a petite  big busted woman  i found this dress wildly unflattering. the quality and pattern of the dress itself is beautiful  though it will require a slip as it is completely transparent. the design of the bust however  i found unflattering.,Intimates
1,Well fitting bra  comfortable (not itchy)  lace doesn't show through tops.,Intimates
1,I got the burgundy color and i do have to say that the color looks a little better online than it does in person  but it's not too much of a difference. this is a really cute thong  and if you're just trying to be sexy/romantic  then i think it would be fine and there's nothing at all wrong with it. however  i like to wear thongs just in general because i think they're comfortable and i like not having to worry about panty lines  and this is definitely not the most comfortable. the front pattern,Intimates
1,This piece fits true to size and is very flattering on. sometimes i worry about my stomach not being perfectly flat  but this wasn't an issue at all  probably because of the intricate lace details. the fabric is substantial enough that i don't feel like it'll get a hole in it after multiple wears.,Intimates
1,I do wish this came in a 30dd sizing  purchased he 32d and it fits  though the band is looser than desired. i am still keeping it. i love the back  will be great for some of my dresses ti used to wear strapless bras to wear. recommend.,Intimates
1,"I ordered size small. i am 5' 6""  32 b. the fabric is super soft and the fit is great. there's an adorable little quote on the pantie's lining  and the bra has a beautiful print on its inner lining. the feel of the lace and fabric is divine. love it! one more thing to note...there is very little lining in the bra; really nothing more than an extra layer of fabric. it is enough to protect modesty  but not much else.",Intimates
1,Oh how i love this bra!! its so comfortable and very flattering. i find that many bralettes totally flatten me out but this one does not. and the floral lace here is just beautiful. the daisy-type flowers look so cute and feminine! i've got it in so many colors now. for sizing  i'm 34b and the s/m fits great.,Intimates
1,This is the perfect bralette for comfort; it's soft and fits to form really quickly. i wear a b cup  and it's enough support for me to wear daily doing everything other than heavy exercise. now  at 5 months pregnant it's pretty much perfect to sleep in too. i'm at 35 band  and i'm still wearing it on the loosest closure  but it fits perfectly there for me.,Intimates
1,While there us no clasp and this bra does require you to pull it over your head  i did not find it to be too difficult. i love that the bra stays in place and that i do not have to constantly pull it up throughout the day! it's quite comfortable too. i wish i had ordered the same bra with the straps too before they sold out of my size!,Intimates
1,Beautiful nightie- looks like its really well made and fits really well. i'm normally a size 6-8 and the m was perfect. definitely recommend.,Intimates
-1,"I know this product description says oversized but that's an understatement. i ordered a small and tried it on and i looked like a little kid in their father's jacket. i don't even think an xs would have worked. i'm 5'6"" and about 135 pounds for reference. i will say that the embroidery on the back is very cool and this jacket is overall a cool concept but it's just way too big.",Jackets
-1,Read the reviews and thought i would just remove the label asap to prevent snags since i loved the item!   however  the item came with unrepairable holes  not just snags and they are either on the neck or front sleeve which forces me to return the item asap. didn't even try it on. so sad  but i still love retailer!!!,Jackets
-1,I bought this online in the grey and blue and had high hopes. it runs big so size down at least 1-2 sizes. i didn't realize that the sweater looking part on the forearms was part of the coat. that part of the coat is really nice and comfy. unfortunately  the rest of the coat (the wool part) is very itchy. it would've been awesome if it was lined on the inside  but it's not...so i'm taking them back.,Jackets
-1,This is a beautiful kimono but just isn't made well. the one i received already had a couple small holes and a pull in the thread that was very noticeable. after reading the additional reviewer who wore it an hour and it was already pilling  it is going back for good. such a shame!,Jackets
-1,This is a beautiful vest. i love the color-blocking  the modern and structured style  and its versatility.  i bought it with a defective item discount because there were some stains. i promptly took it to the dry cleaners and was informed that the black would bleed onto the white paneling if they did a full wash. they spot-cleaned it  and it did bleed. although the tag says to dry clean this baby  the black dye will bleed to the white fabric. i'll be taking it back into the store today for a ref,Jackets
-1,The color is completely off! i loved the way this vest looks in the picture! i was excited to have that vest but unfortunately what i received in the mail was a huge disappointment. it came wrinkled and the brown is not as rich as it is in the picture. very pale. horrible.,Jackets
-1,This is not a kimono. it's a cocoon. there's a huge difference.  it's also not made very well.,Jackets
-1,I was leery of purchasing this blazer online without any reviews to read...and now i know better. the color and fabric are nice and what you would expect from the photos. the sleeves  however  ran small compared to the body. the shoulders also pulled and felt narrow compared to the torso. the body the opposite...too large and not flattering on an hourglass figure...no darts  no fitted places  nothing making it tailored to fit. open it hung wide with an unflattering silhouette. buttoned  it sprea,Jackets
-1,Even at a very deep discount  this piece is definitely not worth the money. the picture made me think this jacket had a longer curved velvet hem as part of its design (which would be cool)--which is largely what attracted me to it  but as i discovered when it arrived  that was actually part of the shirt worn beneath in the photo. so this image is rather misleading. the actual jacket is very thin--more like a shirt with an open front than a jacket. the pockets are just loosely tacked inside. for,Jackets
0,Has i read the reviews would have realized the t-shirt looking sleeves in the pic are attached to the sweater. based on the pic and site description i didnt realize they were attached. i thought it was part of the styling of the undershirt. i think this very much limits the versatility of the sweater. i ordered the white which is a beautiful color and very soft. i am returning it cause i do not like the t-shirt sleeve. would rather have the flexibility to layer whatever shirt i wanted,Jackets
0,Well made but strange fit. the medium was long and narrow  waaay too small.,Jackets
0,Ordered this vest in both the xs and pxs. i liked the length and overall fit of the xs  however  i ended up returning both due to how the vest draped. the outer fabric is a bit more stiff which made the vest balloon out more then what i liked. overall  it?s not a terrible vest but just not for me.,Jackets
0,I've been looking at this jacket on line and finally went to the store to try it on. i really liked the styling but the denim was quite stiff. i'd prefer a softer kind of fabric. i wonder if it would soften if it was washed. also  it ran surprisingly small. i usually take an xsmall or small but the small didn't leave me enough room to comfortably bend my arms. the medium worked better. i wonder how others feel about the fabric and and the sizing. i think i'll wait and see if this one goes on sal,Jackets
0,If you have any curves at all then this will look like a sack on you. i wanted to love it because of the material and i've been looking for a blazer/ jacket that was heavy in weight. this just looked awful on me. maybe for someone who is very slender this will work but i was highly disappointed in the cut.,Jackets
0,When i tried it on it looked like a stiff bathrobe. straight  too boxy.,Jackets
0,"I really  really wanted to love this jacket. unfortunately  i have a long torso and it was a weird length on me. it hit touching my waist and i wanted something a little longer. i am 5'6""  but long waisted. this probably fits beautifully on someone more short-waisted or petite in stature. it was beautiful (although the buttons were cheap...)",Jackets
0,I'm 5'6''   athletic build-thought it was cute but in the end didn't like the color of the inner sweatshirt--wish it was black or white. send it back.,Jackets
0,The fit is quite strange on me as the tie is very high on the waist. this makes the jacket look odd and quite voluminous. i was very impressed with the fabric though but will have to return. i wish retailer would post what size is the model wearing. maybe she is wearing a larger size than usual which falls lower.,Jackets
1,Love this sweater/jacket. fit is good and the colors are just right  not to bright and not boring. the shawl color takes a wee bit of adjusting but is worth the extra minute or so. also has a hood built into shawl that when not in use can not be seen  very cool. have worn it a couple of times and always get compliments.,Jackets
